datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/9/2017 8:00:00 AM,1/9/2017 3:00:00 AM,1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,PJMW,7581
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,AEP,19212
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,DUQ,1672
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,DOM,17807
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,COMED,10807
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,DAYTON,2278
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,FE,8164
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,DEOK,3468
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,EKPC,2270
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,PJME,36961
1/9/2017 9:00:00 AM,1/9/2017 4:00:00 AM,1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,PJMW,7650
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,AEP,19842
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,DUQ,1738
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,DOM,18467
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,COMED,10991
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,DAYTON,2396
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,FE,8581
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,DEOK,3631
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,EKPC,2354
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,PJME,39185
1/9/2017 10:00:00 AM,1/9/2017 5:00:00 AM,1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,PJMW,7840
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,AEP,20980
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,DUQ,1867
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,DOM,19227
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,COMED,11609
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,DAYTON,2592
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,FE,9306
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,DEOK,3908
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,EKPC,2502
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,PJME,42462
1/9/2017 11:00:00 AM,1/9/2017 6:00:00 AM,1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,PJMW,8300
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,AEP,21614
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,DUQ,1949
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,DOM,19661
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,COMED,12668
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,DAYTON,2706
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,FE,9820
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,DEOK,4071
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,EKPC,2537
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,PJME,44013
1/9/2017 12:00:00 PM,1/9/2017 7:00:00 AM,1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,PJMW,8503
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,AEP,21421
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,DUQ,1973
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,DOM,19400
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,COMED,13214
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,DAYTON,2695
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,FE,9928
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,DEOK,4001
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,EKPC,2396
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,PJME,43676
1/9/2017 1:00:00 PM,1/9/2017 8:00:00 AM,1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,PJMW,8447
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,AEP,21267
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,DUQ,2003
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,DOM,18683
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,COMED,13247
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,DAYTON,2686
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,FE,9938
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,DEOK,3952
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,EKPC,2281
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,PJME,43222
1/9/2017 2:00:00 PM,1/9/2017 9:00:00 AM,1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,PJMW,8346
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,AEP,20740
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,DUQ,2012
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,DOM,17953
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,COMED,13248
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,DAYTON,2647
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,FE,9965
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,DEOK,3910
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,EKPC,2147
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,PJME,42548
1/9/2017 3:00:00 PM,1/9/2017 10:00:00 AM,1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,PJMW,8182
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,AEP,20067
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,DUQ,2008
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,DOM,17232
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,COMED,13255
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,DAYTON,2580
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,FE,9793
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,DEOK,3856
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,EKPC,2075
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,PJME,41541
1/9/2017 4:00:00 PM,1/9/2017 11:00:00 AM,1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,PJMW,7921
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,AEP,19305
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,DUQ,1984
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,DOM,16730
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,COMED,13219
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,DAYTON,2544
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,FE,9678
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,DEOK,3806
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,EKPC,1980
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,PJME,40609
1/9/2017 5:00:00 PM,1/9/2017 12:00:00 PM,1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,PJMW,7774
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,AEP,18856
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,DUQ,1944
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,DOM,16188
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,COMED,13205
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,DAYTON,2535
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,FE,9507
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,DEOK,3766
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,EKPC,1945
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,PJME,40296
1/9/2017 6:00:00 PM,1/9/2017 1:00:00 PM,1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,PJMW,7569
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,AEP,18746
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,DUQ,1896
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,DOM,15730
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,COMED,13090
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,DAYTON,2559
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,FE,9326
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,DEOK,3741
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,EKPC,1906
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,PJME,39880
1/9/2017 7:00:00 PM,1/9/2017 2:00:00 PM,1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,PJMW,7356
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,AEP,18597
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,DUQ,1879
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,DOM,15605
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,COMED,13061
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,DAYTON,2471
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,FE,9265
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,DEOK,3717
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,EKPC,1909
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,PJME,39981
1/9/2017 8:00:00 PM,1/9/2017 3:00:00 PM,1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,PJMW,7319
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,AEP,18741
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,DUQ,1894
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,DOM,16158
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,COMED,13144
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,DAYTON,2482
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,FE,9274
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,DEOK,3713
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,EKPC,1927
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,PJME,41221
1/9/2017 9:00:00 PM,1/9/2017 4:00:00 PM,1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,PJMW,7464
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,AEP,19448
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,DUQ,1974
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,DOM,17449
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,COMED,13638
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,DAYTON,2576
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,FE,9621
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,DEOK,3865
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,EKPC,2056
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,PJME,44099
1/9/2017 10:00:00 PM,1/9/2017 5:00:00 PM,1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,PJMW,7991
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,AEP,19837
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,DUQ,1984
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,DOM,17798
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,COMED,13973
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,DAYTON,2622
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,FE,9767
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,DEOK,3922
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,EKPC,2109
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,PJME,44416
1/9/2017 11:00:00 PM,1/9/2017 6:00:00 PM,1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,PJMW,8086
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,AEP,19659
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,DUQ,1952
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,DOM,17774
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,COMED,13804
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,DAYTON,2584
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,FE,9683
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,DEOK,3865
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,EKPC,2123
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,PJME,44122
1/10/2017 12:00:00 AM,1/9/2017 7:00:00 PM,1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,PJMW,8133
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,AEP,19367
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,DUQ,1909
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,DOM,17646
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,COMED,13622
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,DAYTON,2527
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,FE,9506
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,DEOK,3779
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,EKPC,2101
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,PJME,43384
1/10/2017 1:00:00 AM,1/9/2017 8:00:00 PM,1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,PJMW,8033
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,AEP,18944
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,DUQ,1825
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,DOM,17243
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,COMED,13216
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,DAYTON,2437
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,FE,9147
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,DEOK,3621
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,EKPC,2051
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,PJME,41870
1/10/2017 2:00:00 AM,1/9/2017 9:00:00 PM,1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,PJMW,7733
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,AEP,18094
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,DUQ,1732
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,DOM,16598
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,COMED,12602
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,DAYTON,2302
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,FE,8653
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,DEOK,3424
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,EKPC,1930
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,PJME,39509
1/10/2017 3:00:00 AM,1/9/2017 10:00:00 PM,1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,PJMW,7398
1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,1/10/2017 5:00:00 AM,1/10/2017 12:00:00 AM,AEP,17252
1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,1/10/2017 5:00:00 AM,1/10/2017 12:00:00 AM,DUQ,1627
1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,1/10/2017 5:00:00 AM,1/10/2017 12:00:00 AM,DOM,15898
1/10/2017 4:00:00 AM,1/9/2017 11:00:00 PM,1/10/2017 5:00:00 AM,1/10/2017 12:00:00 AM,COMED,11888
