datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,DOM,11015
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,COMED,9780
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,DAYTON,1933
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,FE,7333
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,DEOK,2823
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,EKPC,1556
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,PJME,28027
1/19/2017 10:00:00 AM,1/19/2017 5:00:00 AM,1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,PJMW,5464
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,AEP,16011
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,DUQ,1516
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,DOM,12346
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,COMED,10479
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,DAYTON,2126
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,FE,8005
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,DEOK,3130
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,EKPC,1703
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,PJME,31476
1/19/2017 11:00:00 AM,1/19/2017 6:00:00 AM,1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,PJMW,5964
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,AEP,16819
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,DUQ,1598
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,DOM,12951
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,COMED,11525
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,DAYTON,2260
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,FE,8458
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,DEOK,3346
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,EKPC,1764
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,PJME,33244
1/19/2017 12:00:00 PM,1/19/2017 7:00:00 AM,1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,PJMW,6253
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,AEP,16686
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,DUQ,1616
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,DOM,12623
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,COMED,12060
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,DAYTON,2268
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,FE,8514
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,DEOK,3327
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,EKPC,1690
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,PJME,32937
1/19/2017 1:00:00 PM,1/19/2017 8:00:00 AM,1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,PJMW,6148
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,AEP,16410
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,DUQ,1639
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,DOM,12000
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,COMED,12089
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,DAYTON,2260
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,FE,8610
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,DEOK,3303
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,EKPC,1638
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,PJME,32317
1/19/2017 2:00:00 PM,1/19/2017 9:00:00 AM,1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,PJMW,6164
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,AEP,16123
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,DUQ,1655
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,DOM,11418
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,COMED,12105
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,DAYTON,2250
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,FE,8659
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,DEOK,3274
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,EKPC,1597
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,PJME,31933
1/19/2017 3:00:00 PM,1/19/2017 10:00:00 AM,1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,PJMW,6053
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,AEP,15709
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,DUQ,1661
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,DOM,10924
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,COMED,12145
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,DAYTON,2208
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,FE,8641
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,DEOK,3187
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,EKPC,1496
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,PJME,31436
1/19/2017 4:00:00 PM,1/19/2017 11:00:00 AM,1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,PJMW,6014
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,AEP,15425
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,DUQ,1651
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,DOM,10463
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,COMED,12083
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,DAYTON,2174
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,FE,8554
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,DEOK,3157
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,EKPC,1470
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,PJME,31106
1/19/2017 5:00:00 PM,1/19/2017 12:00:00 PM,1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,PJMW,5982
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,AEP,15224
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,DUQ,1640
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,DOM,10266
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,COMED,11966
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,DAYTON,2166
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,FE,8479
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,DEOK,3155
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,EKPC,1441
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,PJME,31142
1/19/2017 6:00:00 PM,1/19/2017 1:00:00 PM,1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,PJMW,5780
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,AEP,15018
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,DUQ,1620
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,DOM,10123
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,COMED,11976
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,DAYTON,2143
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,FE,8244
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,DEOK,3126
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,EKPC,1436
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,PJME,31097
1/19/2017 7:00:00 PM,1/19/2017 2:00:00 PM,1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,PJMW,5634
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,AEP,14995
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,DUQ,1615
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,DOM,10110
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,COMED,11917
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,DAYTON,2111
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,FE,8146
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,DEOK,3101
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,EKPC,1393
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,PJME,31096
1/19/2017 8:00:00 PM,1/19/2017 3:00:00 PM,1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,PJMW,5608
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,AEP,14984
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,DUQ,1612
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,DOM,10441
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,COMED,12011
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,DAYTON,2116
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,FE,8173
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,DEOK,3120
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,EKPC,1438
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,PJME,32072
1/19/2017 9:00:00 PM,1/19/2017 4:00:00 PM,1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,PJMW,5678
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,AEP,15650
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,DUQ,1679
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,DOM,11478
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,COMED,12393
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,DAYTON,2186
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,FE,8512
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,DEOK,3227
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,EKPC,1550
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,PJME,34314
1/19/2017 10:00:00 PM,1/19/2017 5:00:00 PM,1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,PJMW,6056
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,AEP,16102
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,DUQ,1716
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,DOM,11996
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,COMED,12756
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,DAYTON,2242
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,FE,8821
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,DEOK,3308
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,EKPC,1583
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,PJME,34934
1/19/2017 11:00:00 PM,1/19/2017 6:00:00 PM,1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,PJMW,6272
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,AEP,16192
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,DUQ,1711
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,DOM,12045
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,COMED,12559
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,DAYTON,2208
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,FE,8734
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,DEOK,3257
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,EKPC,1618
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,PJME,34617
1/20/2017 12:00:00 AM,1/19/2017 7:00:00 PM,1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,PJMW,6378
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,AEP,16083
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,DUQ,1681
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,DOM,11920
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,COMED,12337
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,DAYTON,2163
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,FE,8604
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,DEOK,3205
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,EKPC,1587
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,PJME,34053
1/20/2017 1:00:00 AM,1/19/2017 8:00:00 PM,1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,PJMW,6346
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,AEP,15631
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,DUQ,1632
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,DOM,11514
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,COMED,12115
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,DAYTON,2082
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,FE,8272
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,DEOK,3108
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,EKPC,1526
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,PJME,32731
1/20/2017 2:00:00 AM,1/19/2017 9:00:00 PM,1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,PJMW,6217
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,AEP,14902
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,DUQ,1527
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,DOM,10888
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,COMED,11580
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,DAYTON,1965
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,FE,7890
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,DEOK,2922
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,EKPC,1416
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,PJME,30785
1/20/2017 3:00:00 AM,1/19/2017 10:00:00 PM,1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,PJMW,5923
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,AEP,14069
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,DUQ,1431
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,DOM,10330
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,COMED,10827
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,DAYTON,1863
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,FE,7439
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,DEOK,2730
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,EKPC,1298
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,PJME,28927
1/20/2017 4:00:00 AM,1/19/2017 11:00:00 PM,1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,PJMW,5636
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,AEP,13606
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,DUQ,1374
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,DOM,9957
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,COMED,10184
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,DAYTON,1803
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,FE,7213
1/20/2017 5:00:00 AM,1/20/2017 12:00:00 AM,1/20/2017 6:00:00 AM,1/20/2017 1:00:00 AM,DEOK,2609
